title,subtitle,add_labels,date,speakers,topics,scripture,summary,published,sub_id
Romans 1:1-15 - Victory Of Salvation,"Bible Studies, 15 Dec 20",,12/15/20,Fr Joseph Abraham,Salvation,,"In speaking to the Romans, St Paul the Apostle highlights the Son of God as the source of our salvation. Tune in as Fr Joseph Abraham begins this Bible Study  series on the book of Romans.",yes,87206c3b-c3cd-42bf-9150-bbcba7a37c01
Romans 1:16-26 - Live By Faith,"Bible Studies, 22 Dec 20",,12/22/20,Fr Joseph Abraham,Faith,,The theme of the Epistle to the Romans surrounds the idea of faith. Tune in as Fr Joseph Abraham continues this Bible Study series on the book of Romans.,yes,50427616-83f5-4aac-93b7-0edac3394257
Romans 1:26-2:4 - The Need For Salvation,"Bible Studies, 29 Dec 20",,12/29/20,Fr Joseph Abraham,Salvation|Holy Spirit,,"We are created in the image of God, built to follow a natural order guided by the Holy Spirit. Although this is the case, we should not condemn others for going against our nature, but rather remain empathetic. Tune in as Fr Joseph Abraham continues this Bible Study series on the book of Romans.",yes,0f288aba-6eaa-43ef-941e-719400b1cea7
Romans 2:4-24 - Judgement And Humility,"Bible Studies, 11 Jan 21",,1/11/21,Fr Joseph Abraham,Humility|Patience|Judgement,,We become intolerant to God’s patience with others when we drift away from having the virtue of humility. Tune in as Fr Joseph Abraham continues this Bible Study series on the book of Romans.,yes,ab990336-df6f-4121-aa17-fac415756994
Episode 7: Shoot Your Shot,"The Righteous Man, 13 Jan 20",,1/13/21,,Relationship|Marriage|Mental Health,,"""I like her but I'm afraid, advice?""...""How do you know if you are settling in a relationship?""...""Can long distance relationship work?""...You've asked, they've delivered!

Tune in as your hosts cap off the first TRM Series on Dating with a very special Q&A Episode.",yes,2ca5eb4c-b983-4980-8251-1f73a857459a
Resolution Revolution,"Youth Talks, 08 Jan 21",,1/8/21,Fr. Yacoub Magdy,,,,yes,de6f9d6b-4123-4f7c-a687-4a0037d4e69a
Serving Him Without Fear,"Sunday Homilies, 03 Jan 21","St Maurice and St Verena Coptic Orthodox Church, Toronto, Canada",1/3/21,Fr Pishoy Salama,Fear,,,yes,fc8af13e-be7a-42f7-8c76-8943810f754f
The God of Hope,"Sunday Homilies, 10 Jan 21","St Maurice and St Verena Coptic Orthodox Church, Toronto, Canada",1/10/21,Fr Pishoy Salama,Hope,,,yes,5298206d-8142-4ebf-9bd4-8d15eab8433f
Divine Protection,"Sunday Homilies, 10 Jan 20",,1/10/21,Fr David Milad,Peace,,Tune in to Fr David as he discusses the need for divine protection to provide us with peace and calmness amongst the storms,yes,8d8633c4-f7e0-4e83-ba42-9f64a17560fc
Under God's Feathers,"Kids Corner, 10 Jan 21",,1/10/21,Kirollos Nassief,Fear,,This week Kirollos reminds us that God is stronger than our fears and enemies and encourages us to never worry because the hand of God is always protecting us.,yes,3536e27a-01e4-48d7-8ddd-d0cea459d319
Character Study: Noah,"Spiritual Reflections, 03 Jan 21",,1/3/21,Fr. Daoud Lamei,,,Tune in to Fr Daoud's Bible study on the character of Noah.,yes,629d9871-f7e5-4927-9f55-77e3f5db3f6b
General Q&A,"Spiritual Reflections, 04 Jan 21",,1/4/21,Fr. Daoud Lamei,Faith,,Tune in as Fr Dawood Lamei answers common questions about the Christian Faith.,yes,b3b668c6-82c6-4d3e-ae27-bf124d9ea62f
Character Study: Adam and Eve (part 1),"Spiritual reflections, 20 Dec 20",,12/20/20,Fr. Daoud Lamei,,,Tune in as Fr Dawood delves into the characters of Adam and Eve.,yes,0411c537-e3df-42dd-a8ab-d06942d185b8
Step into the Sunrise,"Sunday Homilies, 03 Jan 21",,1/3/21,Fr Michael Maximous,Eternal Life,,"""Let your light so shine before men, that they may see your good works and glorify your Father in heaven."" 

St John the Baptist is a true example of a Christian in that his light was so bright that he was confused by people as THE LIGHT, but was sent to bear witness of The Light. Christ is likened to the sunrise - the First Light. Tune in to find out more on this Sunday Homily from the Gospel of Luke 1:57-80 with Fr Michael.",yes,4105d401-8a7b-4588-9152-af50cc6ea8bd
4-Oct,,,,,,,,no,6a201cf4-4a93-40ac-8771-aece3b61a66d
Why Should I Forgive?,"Sunday Homilies, 04 Oct 20",,10/4/20,H.G. Bishop Angaelos,Forgiveness,,Tune in as Archbishop Angaelos reflects why we should forgive and the importance of forgiving ourselves and recognising God's desire for us to return to Him.,yes,ea16b2ed-7049-4597-8e2c-729ec870dff4
Obedience When it Doesn't Make Sense,"Sunday Homilies, 18 Oct 20",,10/18/20,H.G. Bishop Angaelos,Trust|Obedience,,"""Master, we have toiled all night and caught nothing; nevertheless at Your word I will let down the net.”
Tune in as Archbishop Angaelos challenges us to trust and obey even when it doesn't make sense, so that we too may also see the blessing and wonders of God in our lives.",yes,0dd8c14b-51b8-4c8c-937f-55e093e50367
The Importance of Unity,"Sunday Homilies, 25 Oct 20",,10/25/20,H.G. Bishop Angaelos,Unity,,Tune in as Archbishop Angaelos reflects on our calling to be unified and reconcile despite our differences so that we are able to see the power and glory of Christ.,yes,4f20edc4-111b-4a04-9fcb-28980c39335f
15-Nov,,,,,,,,no,b0f34ccb-a31a-4e8d-a763-bd2d11274d55
Holding onto Hope,"Sunday Homilies, 22 Nov 20",,11/22/20,H.G. Bishop Angaelos,Fear|Hope|Peace,,"Tune in as Archbishop Angealos reflects on the word of God and the importance of not allowing the thorns of worry and fear to strangle the peace that is in us, but rather reflecting on past experiences where we have seen His hand in holding onto hope.",yes,e0336ffc-fa23-4914-9c4e-bc34693e33b3
"The Avenger, Episode 6",Limit Testing,,1/14/21,,,,"Though we may face periods of darkness in our lives, we must remember our greatest Hero who is ready to pull us to the light with one special gift...

Artist: Steven Satiano
Author: Emmanuel Beshara",yes,feecd939-1d36-457a-9b01-26f70679b0ac
Preparing for War,"Sunday Homilies, 29 Nov 20",,11/29/20,H.G. Bishop Angaelos,,,"Tune in as Archbishop Angaelos reflects on the importance of preparing for the wars that lie within us whether a situation, sin or against our own conscience so that we are able to withstand the attacks of the enemy.",yes,5ed7253c-db12-460b-b998-f43b26f97450
An Unshakeable Trust,"Sunday Homilies, 06 Dec 20",,12/6/20,H.G. Bishop Angaelos,Faith|Trust,,"Tune in as Archbishop Angaelos reflects on the importance of trusting in things beyond riches and things of this world, rather laying our foundation in One who is always constant and above this world so that our faith is unshakeable.",yes,b9a43c74-ae5b-4b6a-ac2e-54be37dc3c47
Remembering Others,"Spiritual Reflections, 12 Dec 20",,12/12/20,H.G. Bishop Angaelos,Joy,,"Tune in as Archbishop Angaelos reflects on how as Christ goes out to seek us and will never forget us, we also in the same way must strive to look beyond ourselves and share with the joy and pain of others.",yes,4cdf0adc-314b-4937-a569-48f68320caa4
Expecting an Answer,"Sunday Homilies, 13 Dec 20",,12/13/20,H.G. Bishop Angaelos,Faith|Patience|Trust,,"Tune in as Archbishop Angaelos reminds us that just like Zacharias our faith may also be shaken at times, however the importance of patience and strife to grow in trust and cling on to Christ's promises so that despite our weakness we may see His hand in His perfect timing.",yes,2f3868f7-3a0a-4e47-b26c-bec06dc61485
A God of the Great and the Small,"Sunday Homilies, 27 Dec 20",,12/27/20,H.G. Bishop Angaelos,,,"Tune in as Archbishop Angaelos reflects on how at times we deal with God within the limitations of human understanding forgetting that He is a God of the Great and small, capable of doing wonderous big works and yet attentive to the intricate details of each one of our lives",yes,d35e9573-1138-4052-9b69-3afe22e7282e
Adapting the Plan,"Sunday Homilies, 10 Jan 20",,1/10/21,H.G. Bishop Angaelos,,,"Tune in as Archbishop Angaelos reflects on the life of St Joseph and the importance of being willing to allow God to adapt and redirect our plans, conceding our will to obey His path so that we may see His blessing in our lives and those around us.",yes,09af24b3-abb7-485b-ba95-17142b18af22
No Masks – Part 4 – How To Take Off The Masks,"Series, 27 Dec 20",,12/27/20,,Relationship,,Tune in to another epic talk whereby Fr Benjamin continues to give us an insight on how to remove the masks we keep on that interfere in our relationship with God and others!,yes,ca287d92-889c-4946-b899-c64dfde5efee
"King, Saviour, Rabbi, Father, Lamb - Who is He to you?","Sunday Homilies, 10 Jan 21",,1/10/21,Fr Benjamin Abouelkheir,,,"We refer to Christ using so many different terms such as King, Saviour, Rabbi, Lamb but 'who is He to you' is the single most important question! Because who Christ means to you will dictate the way you live your life!  What does Christ mean to you? If you call Him your King, do you let Him reign over every aspect of your life and submit to His will? Tune in with Fr Benjamin to find out more!",yes,e927a248-9925-437d-83af-1e451471c93c
Importance of The Incarnation,"Sunday Homilies, 07 Jan 21",,1/7/21,Fr Theodore Ghaly,Nativity,,Dive in and listen to Fr Theodore Ghaly explain the feast of the nativity in conjunction with Jesus' incarnation and its imperative effect on human life.,yes,c2010fe4-a8d5-4181-b263-828350f88372
Lessons From The Life of St Joseph,"Sunday Homilies, 14 Jan 21",,1/14/21,Fr Theodore Ghaly,Relationship,,Tune in as Fr Theodore Ghaly explains the virtues of St Joseph as he indulges in his relationship with God as we dive into the first week of the coptic month of Tubah.,yes,0b8b88f8-20ca-401a-85ae-c0849a81961f
The Blessings from Miracles,"Sunday Homilies, 17 Jan 21","St Mark’s Coptic Orthodox Church, Sydney, Australia",1/17/21,Fr Michael Fanous,Miracle|Blessings,,"The contrast between Jonah and many other prophets and saints against Christ is large, Jonah did no miracles, Christ did many! However, Christ was betrayed and Jonah was not!

Join Fr Michael Fanous as he explains the reason behind hearing and obeying the Word",yes,3f044ceb-c568-46fb-9223-8d82e0339b05
From Silence to Speech,"Sunday Homilies, 03 Jan 21",,1/3/21,Fr Michael Sorial,,,Tune in as Fr Micheal shares with us what we can learn from the silence  of Zachariah; and the importance of silence in our life in order to hear the lord Jesus!,yes,a7daa62b-8378-47e4-9a3b-a0a6a6ec3ae7
You Are What You Ask - Part 2 - The Legacy Question,"Series, 17 Jan 21",,1/17/21,Fr. Anthony Messeh,,,"""Good questions lead to better decisions. Better decisions lead to fewer regrets"" 

Fr Anthony Messeh continues a second part series of ""You Are What You Ask"" as he delves deeper into asking the right questions to add into our decision making framework.",yes,3859f0ff-0688-44c7-b419-fd48428b4c41
Broken Compass,"Youth Talks, 15 Jan 21",,1/15/21,Ragy Ibrahim,,,,yes,cdaef3e8-5520-4081-934e-cf283d896881
Blessed Are,"Sunday Homilies, 17 Jan 21",,1/17/21,,,,"Wealth, career, family, friends..... are all ways we often measure how blessed we are. 
Tune in, as Fr James reflects on how we are blessed in numerous ways.",yes,1452c467-68f9-430f-ae4a-7c3cf47fa0c7
"Don't Impose, But Disclose","Sunday Homilies, 10 Jan 21",,1/10/21,,,,"""Who desires all men to be saved and to come to the knowledge of the truth"" 1 Tim 2:4

Tune in as Fr James teaches us how to spread the Gospel to others, without imposing our beliefs them.",yes,31d83ff6-163e-4ab2-8c7f-a0e2cf616ad9
Perspective,"Sunday Homilies, 17 Jan 21",,1/17/21,Fr Joseph Abraham,,,"If our eyes are full of light, our whole being is full of light. Our perspective of the world is critical to the way we carry ourselves, our mindset and ultimately our attitude towards life. Tune in as Fr Joseph Abraham delves into how we can have eyes full of light.",yes,bee24440-6907-401b-aaf3-0604ae01d53a
Romans 2:25-3:21 - Circumcision And Purity Of Heart,"Bible Studies, 12 Jan 21",,1/12/21,Fr Joseph Abraham,Purity,,"Tune in as Fr Joseph Abraham continues this Bible Study series on the book of Romans, delving into what circumcision is as well as themes of righteousness and purity of heart.",yes,2c3dbe82-7263-4a40-9f32-194dddfbc89c
General Q&A (Part 37),"Series, 29 Dec 20",,1/29/21,Fr Matthias Shehad,,,How is rejoicing a command if it's primarily a feeling? Why did our Lord choose Moses and Elijah to transfigure with Him on mount Tibor? Tune in as Fr Matthias delves into these questions and more!,yes,513b3b6f-1696-4323-b529-2c85956d0f71
Living in the Moment,"Spiritual Reflections, 03 Jan 21",,1/3/21,Fr Matthias Shehad,Joy,,"Living in the moment and not regretting the past and worrying about the future, is how we should live. Tune in as Fr Matthias discusses how we can live in the moment in order to enjoy the gift of life.",yes,7743f8a5-1c83-4f30-a169-dc08a865d193
The Lowly State of His Maidservant,"Sunday Homilies, 28 Dec 20",,12/28/20,Fr James Gendi,Humility|Pride,,The world prides itself on promoting oneself but the Lord loves the lowly and humble in heart.  How can we attain humility and what does it mean? Fr James Gendi explains this.,yes,5f83e8b8-9491-4f59-8d84-eb9a53569f16
The Prophecy of St. John the Baptist,"Sunday Homilies, 04 Jan 21",,1/4/21,Fr Matthias Shehad,Mercy,,St. John the Baptist's prophecy conveys that the Lord visits and redeems us. This gift and mercy is not earned but is out of the goodness of Christ's heart. Tune in as Fr Matthias speaks about this topic.,yes,1cd25902-69dd-4d1f-9e8c-51a913ff5db1
How to Number Our Days to Gain a Heart of Wisdom? Q&A,"Series, 06 Jan 21",,1/6/21,Fr Matthias Shehad,Wisdom,,None of us will live forever but we can all gain a heart of wisdom to make the most of our days here on earth. Listen as Fr Matthias gives us practical tips and advice on how we can attain this wisdom.,yes,12e4e9f4-2693-4b0b-a771-4e7f5cf70be6
